     -5.00000    0.0117419
     -4.98999    0.0116878
     -4.97998    0.0116342
     -4.96997    0.0115810
     -4.95996    0.0115283
     -4.94995    0.0114760
     -4.93994    0.0114242
     -4.92993    0.0113728
     -4.91992    0.0113219
     -4.90991    0.0112714
     -4.89990    0.0112213
     -4.88989    0.0111717
     -4.87988    0.0111224
     -4.86987    0.0110736
     -4.85986    0.0110252
     -4.84985    0.0109773
     -4.83984    0.0109297
     -4.82983    0.0108825
     -4.81982    0.0108357
     -4.80981    0.0107894
     -4.79980    0.0107434
     -4.78979    0.0106978
     -4.77978    0.0106526
     -4.76977    0.0106078
     -4.75976    0.0105633
     -4.74975    0.0105192
     -4.73974    0.0104755
     -4.72973    0.0104322
     -4.71972    0.0103892
     -4.70971    0.0103466
     -4.69970    0.0103044
     -4.68969    0.0102625
     -4.67968    0.0102210
     -4.66967    0.0101798
     -4.65966    0.0101390
     -4.64965    0.0100985
     -4.63964    0.0100583
     -4.62963    0.0100185
     -4.61962   0.00997904
     -4.60961   0.00993990
     -4.59960   0.00990109
     -4.58959   0.00986261
     -4.57958   0.00982446
     -4.56957   0.00978663
     -4.55956   0.00974912
     -4.54955   0.00971193
     -4.53954   0.00967506
     -4.52953   0.00963850
     -4.51952   0.00960225
     -4.50951   0.00956631
     -4.49950   0.00953067
     -4.48949   0.00949534
     -4.47948   0.00946031
     -4.46947   0.00942558
     -4.45946   0.00939114
     -4.44945   0.00936127
     -4.43944   0.00933595
     -4.42943   0.00931093
     -4.41942   0.00928619
     -4.40941   0.00926175
     -4.39940   0.00923758
     -4.38939   0.00921371
     -4.37938   0.00919011
     -4.36937   0.00916680
     -4.35936   0.00914377
     -4.34935   0.00912102
     -4.33934   0.00909854
     -4.32933   0.00907635
     -4.31932   0.00905442
     -4.30931   0.00903277
     -4.29930   0.00901139
     -4.28929   0.00899028
     -4.27928   0.00896944
     -4.26927   0.00894887
     -4.25926   0.00892856
     -4.24925   0.00890852
     -4.23924   0.00888874
     -4.22923   0.00886923
     -4.21922   0.00884998
     -4.20921   0.00883099
     -4.19920   0.00881226
     -4.18919   0.00879379
     -4.17918   0.00877557
     -4.16917   0.00875762
     -4.15916   0.00873991
     -4.14915   0.00872247
     -4.13914   0.00870528
     -4.12913   0.00868834
     -4.11912   0.00867165
     -4.10911   0.00865521
     -4.09910   0.00864471
     -4.08909   0.00864015
     -4.07908   0.00863584
     -4.06907   0.00863178
     -4.05906   0.00862796
     -4.04905   0.00862439
     -4.03904   0.00862108
     -4.02903   0.00861801
     -4.01902   0.00861519
     -4.00901   0.00861262
     -3.99900   0.00861030
     -3.98899   0.00860823
     -3.97898   0.00860640
     -3.96897   0.00860482
     -3.95896   0.00860350
     -3.94895   0.00860242
     -3.93894   0.00860159
     -3.92893   0.00860101
     -3.91892   0.00860068
     -3.90891   0.00860060
     -3.89890   0.00860076
     -3.88889   0.00860118
     -3.87888   0.00860185
     -3.86887   0.00860276
     -3.85886   0.00860393
     -3.84885   0.00860535
     -3.83884   0.00860702
     -3.82883   0.00860894
     -3.81882   0.00861111
     -3.80881   0.00861354
     -3.79880   0.00861622
     -3.78879   0.00861915
     -3.77878   0.00862233
     -3.76877   0.00862577
     -3.75876   0.00862947
     -3.74875   0.00863342
     -3.73874   0.00863762
     -3.72873   0.00864209
     -3.71872   0.00864681
     -3.70871   0.00865178
     -3.69870   0.00865702
     -3.68869   0.00866252
     -3.67868   0.00866827
     -3.66867   0.00867429
     -3.65866   0.00868057
     -3.64865   0.00868711
     -3.63864   0.00869391
     -3.62863   0.00870098
     -3.61862   0.00870832
     -3.60861   0.00871592
     -3.59860   0.00873942
     -3.58859   0.00877883
     -3.57858   0.00881852
     -3.56857   0.00885847
     -3.55856   0.00889871
     -3.54855   0.00893922
     -3.53854   0.00898001
     -3.52853   0.00902109
     -3.51852   0.00906246
     -3.50851   0.00910411
     -3.49850   0.00914606
     -3.48849   0.00918831
     -3.47848   0.00923085
     -3.46847   0.00927369
     -3.45846   0.00931684
     -3.44845   0.00936030
     -3.43844   0.00940406
     -3.42843   0.00944814
     -3.41842   0.00949254
     -3.40841   0.00953725
     -3.39840   0.00958228
     -3.38839   0.00962765
     -3.37838   0.00967334
     -3.36837   0.00971936
     -3.35836   0.00976572
     -3.34835   0.00981241
     -3.33834   0.00985945
     -3.32833   0.00990684
     -3.31832   0.00995457
     -3.30831    0.0100027
     -3.29830    0.0100511
     -3.28829    0.0100999
     -3.27828    0.0101491
     -3.26827    0.0101986
     -3.25826    0.0102485
     -3.24825    0.0102988
     -3.23824    0.0103494
     -3.22823    0.0104005
     -3.21822    0.0104519
     -3.20821    0.0105037
     -3.19820    0.0105559
     -3.18819    0.0106085
     -3.17818    0.0106615
     -3.16817    0.0107149
     -3.15816    0.0107687
     -3.14815    0.0108230
     -3.13814    0.0108776
     -3.12813    0.0109327
     -3.11812    0.0109882
     -3.10811    0.0110442
     -3.09810    0.0111005
     -3.08809    0.0111574
     -3.07808    0.0112146
     -3.06807    0.0112724
     -3.05806    0.0113305
     -3.04805    0.0113892
     -3.03804    0.0114483
     -3.02803    0.0115079
     -3.01802    0.0115679
     -3.00801    0.0116284
     -2.99800    0.0116895
     -2.98799    0.0117510
     -2.97798    0.0118130
     -2.96797    0.0118755
     -2.95796    0.0119385
     -2.94795    0.0120021
     -2.93794    0.0120661
     -2.92793    0.0121307
     -2.91792    0.0121959
     -2.90791    0.0122615
     -2.89790    0.0123277
     -2.88789    0.0123945
     -2.87788    0.0124618
     -2.86787    0.0125297
     -2.85786    0.0125981
     -2.84785    0.0126671
     -2.83784    0.0127367
     -2.82783    0.0128069
     -2.81782    0.0128777
     -2.80781    0.0129491
