; 1 cavity filter transmission
; ----------------------------
; * data was taken from the file: Walsh-Halpha.xls
; * first column : wavelength in angstrom 
; * second column: transmission (in between 0 and 1)

6555	0.010
6555.05	0.010
6555.1	0.010
6555.15	0.011
6555.2	0.011
6555.25	0.011
6555.3	0.011
6555.35	0.011
6555.4	0.011
6555.45	0.011
6555.5	0.012
6555.55	0.012
6555.6	0.012
6555.65	0.012
6555.7	0.012
6555.75	0.012
6555.8	0.013
6555.85	0.013
6555.9	0.013
6555.95	0.013
6556	0.013
6556.05	0.013
6556.1	0.014
6556.15	0.014
6556.2	0.014
6556.25	0.014
6556.3	0.014
6556.35	0.015
6556.4	0.015
6556.45	0.015
6556.5	0.015
6556.55	0.016
6556.6	0.016
6556.65	0.016
6556.7	0.016
6556.75	0.017
6556.8	0.017
6556.85	0.017
6556.9	0.017
6556.95	0.018
6557	0.018
6557.05	0.018
6557.1	0.019
6557.15	0.019
6557.2	0.019
6557.25	0.020
6557.3	0.020
6557.35	0.020
6557.4	0.021
6557.45	0.021
6557.5	0.021
6557.55	0.022
6557.6	0.022
6557.65	0.023
6557.7	0.023
6557.75	0.023
6557.8	0.024
6557.85	0.024
6557.9	0.025
6557.95	0.025
6558	0.026
6558.05	0.026
6558.1	0.027
6558.15	0.027
6558.2	0.028
6558.25	0.028
6558.3	0.029
6558.35	0.030
6558.4	0.030
6558.45	0.031
6558.5	0.032
6558.55	0.032
6558.6	0.033
6558.65	0.034
6558.7	0.035
6558.75	0.035
6558.8	0.036
6558.85	0.037
6558.9	0.038
6558.95	0.039
6559	0.040
6559.05	0.041
6559.1	0.042
6559.15	0.043
6559.2	0.044
6559.25	0.045
6559.3	0.046
6559.35	0.047
6559.4	0.049
6559.45	0.050
6559.5	0.051
6559.55	0.053
6559.6	0.054
6559.65	0.056
6559.7	0.057
6559.75	0.059
6559.8	0.061
6559.85	0.063
6559.9	0.065
6559.95	0.067
6560	0.069
6560.05	0.071
6560.1	0.073
6560.15	0.076
6560.2	0.078
6560.25	0.081
6560.3	0.083
6560.35	0.086
6560.4	0.089
6560.45	0.093
6560.5	0.096
6560.55	0.100
6560.6	0.103
6560.65	0.107
6560.7	0.111
6560.75	0.116
6560.8	0.120
6560.85	0.125
6560.9	0.131
6560.95	0.136
6561	0.142
6561.05	0.148
6561.1	0.155
6561.15	0.162
6561.2	0.169
6561.25	0.177
6561.3	0.186
6561.35	0.195
6561.4	0.205
6561.45	0.215
6561.5	0.226
6561.55	0.238
6561.6	0.251
6561.65	0.264
6561.7	0.279
6561.75	0.294
6561.8	0.311
6561.85	0.329
6561.9	0.348
6561.95	0.369
6562	0.390
6562.05	0.414
6562.1	0.438
6562.15	0.464
6562.2	0.492
6562.25	0.522
6562.3	0.552
6562.35	0.584
6562.4	0.617
6562.45	0.650
6562.5	0.684
6562.55	0.717
6562.6	0.750
6562.65	0.781
6562.7	0.809
6562.75	0.835
6562.8	0.856
6562.85	0.873
6562.9	0.885
6562.95	0.891
6563	0.891
6563.05	0.885
6563.1	0.873
6563.15	0.856
6563.2	0.834
6563.25	0.809
6563.3	0.780
6563.35	0.749
6563.4	0.716
6563.45	0.683
6563.5	0.649
6563.55	0.616
6563.6	0.583
6563.65	0.551
6563.7	0.521
6563.75	0.492
6563.8	0.464
6563.85	0.438
6563.9	0.413
6563.95	0.390
6564	0.368
6564.05	0.348
6564.1	0.329
6564.15	0.311
6564.2	0.294
6564.25	0.279
6564.3	0.264
6564.35	0.251
6564.4	0.238
6564.45	0.226
6564.5	0.215
6564.55	0.205
6564.6	0.195
6564.65	0.186
6564.7	0.178
6564.75	0.170
6564.8	0.162
6564.85	0.155
6564.9	0.148
6564.95	0.142
6565	0.136
6565.05	0.131
6565.1	0.126
6565.15	0.121
6565.2	0.116
6565.25	0.112
6565.3	0.107
6565.35	0.104
