-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8
-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375,-1.74375
-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875
-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125,-1.63125
-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575,-1.575
-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875,-1.51875
-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625,-1.4625
-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625,-1.40625
-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35,-1.35
-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375,-1.29375
