-0.0585	0.01095
-0.0455	0.01095
-0.0325	0.01095
-0.0195	0.01095
-0.0065	0.01095
0.0065	0.01095
0.0195	0.01095
0.0325	0.01095
0.0455	0.01095
0.0585	0.01095
-0.0585	0.02695
-0.0455	0.02695
-0.0325	0.02695
-0.0195	0.02695
-0.0065	0.02695
0.0065	0.02695
0.0195	0.02695
0.0325	0.02695
0.0455	0.02695
0.0585	0.02695
-0.0585	0.04295
-0.0455	0.04295
-0.0325	0.04295
-0.0195	0.04295
-0.0065	0.04295
0.0065	0.04295
0.0195	0.04295
0.0325	0.04295
0.0455	0.04295
0.0585	0.04295
-0.0585	0.05895
-0.0455	0.05895
-0.0325	0.05895
-0.0195	0.05895
-0.0065	0.05895
0.0065	0.05895
0.0195	0.05895
0.0325	0.05895
0.0455	0.05895
0.0585	0.05895
-0.0585	0.07495
-0.0455	0.07495
-0.0325	0.07495
-0.0195	0.07495
-0.0065	0.07495
0.0065	0.07495
0.0195	0.07495
0.0325	0.07495
0.0455	0.07495
0.0585	0.07495
-0.0585	0.09095
-0.0455	0.09095
-0.0325	0.09095
-0.0195	0.09095
-0.0065	0.09095
0.0065	0.09095
0.0195	0.09095
0.0325	0.09095
0.0455	0.09095
0.0585	0.09095
-0.0585	0.10695
-0.0455	0.10695
-0.0325	0.10695
-0.0195	0.10695
-0.0065	0.10695
0.0065	0.10695
0.0195	0.10695
0.0325	0.10695
0.0455	0.10695
0.0585	0.10695
-0.0585	0.12295
-0.0455	0.12295
-0.0325	0.12295
-0.0195	0.12295
-0.0065	0.12295
0.0065	0.12295
0.0195	0.12295
0.0325	0.12295
0.0455	0.12295
0.0585	0.12295
-0.0585	0.13895
-0.0455	0.13895
-0.0325	0.13895
-0.0195	0.13895
-0.0065	0.13895
0.0065	0.13895
0.0195	0.13895
0.0325	0.13895
0.0455	0.13895
0.0585	0.13895
-0.0585	0.15495
-0.0455	0.15495
-0.0325	0.15495
-0.0195	0.15495
-0.0065	0.15495
0.0065	0.15495
0.0195	0.15495
0.0325	0.15495
0.0455	0.15495
0.0585	0.15495
-0.0585	0.17095
-0.0455	0.17095
-0.0325	0.17095
-0.0195	0.17095
-0.0065	0.17095
0.0065	0.17095
0.0195	0.17095
0.0325	0.17095
0.0455	0.17095
0.0585	0.17095
-0.0585	0.18695
-0.0455	0.18695
-0.0325	0.18695
